https://go.getblock.io/aefd01aa907c4805ba3c00a9e5b48c6b,1,0,ethereum
https://api.zan.top/eth-mainnet,1,1,ethereum
https://rpc.mevblocker.io/noreverts,1,2,ethereum
https://rpc.flashbots.net/fast,1,3,ethereum
https://1rpc.io/eth,1,4,ethereum
https://gateway.tenderly.co/public/mainnet,1,5,ethereum
https://eth-mainnet.alchemyapi.io/v2/VsPzIezK0AtqsnrWAuV0Gew-MS7H_E5E,1,6,ethereum
https://eth-mainnet.alchemyapi.io/v2/84tGz8xVIWFkagsaSzNjObh7aSPbxeXD,1,7,ethereum
https://mainnet.gateway.tenderly.co,1,8,ethereum
https://eth.drpc.org,1,9,ethereum
https://virginia.rpc.blxrbdn.com,1,10,ethereum
https://eth.rpc.blxrbdn.com,1,11,ethereum
https://eth-mainnet.nodereal.io/v1/1659dfb40aa24bbb8153a677b98064d7,1,12,ethereum
https://eth1.lava.build,1,13,ethereum
https://eth.api.onfinality.io/public,1,14,ethereum
https://uk.rpc.blxrbdn.com,1,15,ethereum
https://singapore.rpc.blxrbdn.com,1,16,ethereum
https://rpc.poolz.finance/eth,1,17,ethereum
https://rpc.mevblocker.io,1,18,ethereum
https://rpc.eth.gateway.fm,1,19,ethereum
https://ethereum-rpc.publicnode.com,1,20,ethereum
https://ethereum.rpc.subquery.network/public,1,21,ethereum
https://ethereum.therpc.io,1,22,ethereum
https://ethereum.publicnode.com,1,23,ethereum
https://eth-pokt.nodies.app,1,24,ethereum
https://0xrpc.io/eth,1,25,ethereum
https://eth-mainnet.rpcfast.com?api_key=xbhWBI1Wkguk8SNMu1bvvLurPGLXmgwYeC4S6g2H7WdwFigZSmPWVZRxrskEQwIf,1,26,ethereum
https://ethereum.public.blockpi.network/v1/rpc/public,1,27,ethereum
https://eth-mainnet.public.blastapi.io,1,28,ethereum
https://rpc.payload.de,1,29,ethereum
https://ethereum-public.nodies.app,1,30,ethereum
https://rpc.mevblocker.io/fullprivacy,1,31,ethereum
https://rpc.mevblocker.io/fast,1,32,ethereum
https://eth.meowrpc.com,1,33,ethereum
https://rpc.flashbots.net,1,34,ethereum
https://eth.merkle.io,1,35,ethereum
https://eth.llamarpc.com,1,36,ethereum
https://rpc.notadegen.com/eth,1,37,ethereum
https://eth.blockrazor.xyz,1,38,ethereum
https://openapi.bitstack.com/v1/wNFxbiJyQsSeLrX8RRCHi7NpRxrlErZk/DjShIqLishPCTB9HiMkPHXjUM9CNM9Na/ETH/mainnet,1,39,ethereum
https://core.gashawk.io/rpc,1,40,ethereum
https://eth.nodeconnect.org,1,41,ethereum
https://1rpc.io/op,10,0,optimism
https://opt-mainnet.g.alchemy.com/v2/7urLa-8k2RR_UYc0exh-b0qg4xySL5KA,10,1,optimism
https://gateway.tenderly.co/public/optimism,10,2,optimism
https://optimism.gateway.tenderly.co,10,3,optimism
https://opt-mainnet.g.alchemy.com/v2/3glkhRJRgzHCB2NbDwiQa7G_FTdqn3-T,10,4,optimism
https://mainnet.optimism.io,10,5,optimism
https://optimism.drpc.org,10,6,optimism
